-2.221220871433615685e-03,0.000000000000000000e+00,3.137329775030263335e+00,3.319602459669113159e-02,1.000000000000000000e+00
-8.144471794366836548e-03,-8.142540603876113892e-02,3.136633405583449274e+00,4.374339245259761810e-03,0.000000000000000000e+00
-2.196539007127285004e-02,-2.032478600740432739e-01,3.119528364511676699e+00,-2.233524024486541748e-01,1.000000000000000000e+00
-3.109706938266754150e-02,-1.892524808645248413e-01,3.087333178269215495e+00,-4.901190698146820068e-01,1.000000000000000000e+00
-2.739503607153892517e-02,-1.085000112652778625e-02,3.054008374112196833e+00,-5.950087904930114746e-01,2.000000000000000000e+00
-9.378482587635517120e-03,2.252971827983856201e-01,3.044341826932974726e+00,-3.210682570934295654e-01,2.000000000000000000e+00
1.579533331096172333e-02,4.030093550682067871e-01,3.064722770946570307e+00,1.526542305946350098e-01,2.000000000000000000e+00
4.442438110709190369e-02,5.118412971496582031e-01,3.110043162601538569e+00,6.422622799873352051e-01,2.000000000000000000e+00
6.663656979799270630e-02,4.620915353298187256e-01,3.171635296317287356e+00,1.026433229446411133e+00,1.000000000000000000e+00
6.663656979799270630e-02,1.584575474262237549e-01,3.221361773210116297e+00,9.963266849517822266e-01,0.000000000000000000e+00
5.479006841778755188e-02,-9.135539084672927856e-02,3.231131540732928187e+00,4.739448428153991699e-01,1.000000000000000000e+00
5.503687262535095215e-02,-1.818393170833587646e-02,3.213324854271956355e+00,-5.297546088695526123e-02,2.000000000000000000e+00
5.725808814167976379e-02,1.048176642507314682e-02,3.213092925148554713e+00,-6.819063331931829453e-03,0.000000000000000000e+00
4.220316186547279358e-02,-1.912028640508651733e-01,3.213110322254248530e+00,-8.786612190306186676e-03,0.000000000000000000e+00
1.949736662209033966e-02,-3.606556057929992676e-01,3.189050050573893458e+00,-3.177562952041625977e-01,0.000000000000000000e+00
-8.144471794366836548e-03,-4.852214157581329346e-01,3.142042674507717237e+00,-7.202830910682678223e-01,0.000000000000000000e+00
-2.369300462305545807e-02,-3.548157513141632080e-01,3.074945071833678156e+00,-1.114293336868286133e+00,2.000000000000000000e+00
-1.209330558776855469e-02,2.091189287602901459e-02,3.029195325570650965e+00,-9.653055071830749512e-01,2.000000000000000000e+00
-8.638076484203338623e-03,3.662915155291557312e-02,3.025972114997454554e+00,-3.831156790256500244e-01,0.000000000000000000e+00
-2.443341165781021118e-02,-1.912619322538375854e-01,3.012996556358881861e+00,-3.199391067028045654e-01,0.000000000000000000e+00
-4.787961021065711975e-02,-3.695114850997924805e-01,2.959032969670840174e+00,-8.173208832740783691e-01,0.000000000000000000e+00
-7.552144676446914673e-02,-4.871170222759246826e-01,2.860690506296702296e+00,-1.562375068664550781e+00,0.000000000000000000e+00
-1.036568954586982727e-01,-5.328227877616882324e-01,2.716182323294230372e+00,-2.416899204254150391e+00,0.000000000000000000e+00
-1.184650212526321411e-01,-3.761132359504699707e-01,2.531589778261729151e+00,-3.237963914871215820e+00,0.000000000000000000e+00
-1.241414695978164673e-01,-2.095526605844497681e-01,2.313876183825083643e+00,-3.952615261077880859e+00,0.000000000000000000e+00
-1.248818710446357727e-01,-8.519971370697021484e-02,2.052650483446665675e+00,-4.781424045562744141e+00,0.000000000000000000e+00
-1.246350780129432678e-01,-2.677873335778713226e-02,1.729216607409068018e+00,-5.875395298004150391e+00,0.000000000000000000e+00
-1.246350780129432678e-01,-9.851346723735332489e-03,1.331194074945994288e+00,-7.227442741394042969e+00,0.000000000000000000e+00
-1.246350780129432678e-01,-3.624108387157320976e-03,2.930784748988696009e+00,1.941733360290527344e+01,0.000000000000000000e+00
-1.288307160139083862e-01,-5.574126914143562317e-02,4.603928836184092432e+00,2.771452331542968750e+01,0.000000000000000000e+00
-1.327795535326004028e-01,-6.962683051824569702e-02,5.175299795466013819e+00,1.708581352233886719e+01,0.000000000000000000e+00
-1.367283910512924194e-01,-7.650010287761688232e-02,5.190671833353587061e+00,6.330665111541748047e+00,2.000000000000000000e+00
-1.399368047714233398e-01,-6.713735312223434448e-02,4.977159293490000636e+00,-4.249222874641418457e-01,2.000000000000000000e+00
-1.409240216016769409e-01,-3.499139100313186646e-02,4.701221617060252100e+00,-3.656632661819458008e+00,2.000000000000000000e+00
-1.406772136688232422e-01,-1.016356050968170166e-02,4.441097648935862452e+00,-4.618677616119384766e+00,2.000000000000000000e+00
-1.406772136688232422e-01,-3.738965140655636787e-03,4.228122266130991846e+00,-4.370666980743408203e+00,0.000000000000000000e+00
-1.406772136688232422e-01,-1.375488471239805222e-03,4.074011774855204493e+00,-3.527938127517700195e+00,1.000000000000000000e+00
-1.406772136688232422e-01,-5.060139810666441917e-04,3.984321864443369776e+00,-2.407492399215698242e+00,0.000000000000000000e+00
-1.406772136688232422e-01,-1.861521741375327110e-04,3.956430168943949610e+00,-1.205901741981506348e+00,0.000000000000000000e+00
-1.406772136688232422e-01,-6.848156772321090102e-05,3.992578836279459864e+00,4.338974505662918091e-02,2.000000000000000000e+00
-1.406772136688232422e-01,-2.519296140235383064e-05,4.094230564432688624e+00,1.330667853355407715e+00,2.000000000000000000e+00
-1.406772136688232422e-01,-9.267973837268073112e-06,4.268363984423228175e+00,2.720949411392211914e+00,2.000000000000000000e+00
-1.406772136688232422e-01,-3.409497367101721466e-06,4.517332347231455714e+00,4.189084053039550781e+00,2.000000000000000000e+00
-1.409240216016769409e-01,-2.452507847920060158e-03,4.847589524584360987e+00,5.754214763641357422e+00,2.000000000000000000e+00
-1.409240216016769409e-01,-9.022273006848990917e-04,5.256725700693674952e+00,7.323442935943603516e+00,2.000000000000000000e+00
-1.409240216016769409e-01,-3.319109091535210609e-04,5.729677828150339991e+00,8.700838088989257812e+00,2.000000000000000000e+00
-1.404304057359695435e-01,6.002846173942089081e-03,5.311245592432566553e+00,-3.829738616943359375e+00,2.000000000000000000e+00
-1.401835978031158447e-01,5.825240630656480789e-03,3.181314965831585795e+00,-2.782935905456542969e+01,2.000000000000000000e+00
-1.387027949094772339e-01,1.793940365314483643e-02,2.203971715765543848e+00,-2.217750930786132812e+01,0.000000000000000000e+00
